,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_feature_selection,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,163.07612800598145,0.8266633339200928,1.7598163604736328,0.21066000746855232,chi2,{'feature_selection': 'chi2'},1.0,1.0,0.9172494172494172,0.9172494172494172,0.7333333333333334,0.9135664335664335,0.09741932248799975,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
