,AHA,AHA,AHA,AHA
,mean,median,var,std
cluster,,,,
0,75.0,75.0,,
1,68.47619047619048,58.0,777.5725900116145,27.884988614156086
2,66.2,60.0,502.48421052631585,22.41615958469059
3,74.66666666666667,68.0,426.80952380952397,20.6593689112113
4,54.0,54.0,,
5,78.0,78.0,,
6,100.0,100.0,,
7,100.0,100.0,,
