,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,69.0909090909091,59.0,496.6909090909091,22.28656342038649,11,1.1818181818181819,1.0,0.7636363636363637,0.873862897505303,11
1,83.75,89.0,425.5833333333334,20.629671188202042,4,0.75,0.5,0.9166666666666666,0.9574271077563381,4
2,91.66666666666667,100.0,208.33333333333331,14.433756729740644,3,0.3333333333333333,0.0,0.33333333333333337,0.5773502691896258,3
3,75.83333333333333,82.5,760.5666666666667,27.578373169327207,6,1.0,0.5,1.6,1.2649110640673518,6
4,61.833333333333336,68.0,866.1666666666666,29.430709584831057,6,1.5,1.0,1.5,1.224744871391589,6
5,70.83333333333333,63.0,561.7666666666667,23.701617385036545,6,1.3333333333333333,1.5,1.4666666666666668,1.2110601416389968,6
6,76.16666666666667,82.0,739.3666666666666,27.191297627488588,6,1.0,0.5,1.6,1.2649110640673518,6
7,64.66666666666667,54.0,985.3333333333333,31.39001964531614,3,1.3333333333333333,2.0,1.3333333333333335,1.1547005383792517,3
8,84.57142857142857,100.0,699.6190476190476,26.4503128075841,7,0.7142857142857143,0.0,1.5714285714285712,1.2535663410560174,7
9,75.0,81.5,756.0,27.49545416973504,8,1.0,0.5,1.4285714285714286,1.1952286093343936,8
