,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,54.241379310344826,53.0,204.332512315271,14.294492376970615,29,1.8620689655172413,2.0,0.5517241379310345,0.7427813527082074,29
1,49.0,49.0,,,1,2.0,2.0,,,1
2,54.0,54.0,,,1,1.0,1.0,,,1
3,57.0,57.0,,,1,2.0,2.0,,,1
4,78.0,78.0,,,1,1.0,1.0,,,1
5,53.0,53.0,,,1,3.0,3.0,,,1
