,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,77.55555555555556,84.0,584.5277777777778,24.177009281087226,9,1.0,1.0,1.25,1.118033988749895,9
1,69.38461538461539,59.0,561.2564102564103,23.690850771055274,13,1.3076923076923077,2.0,1.064102564102564,1.031553471276484,13
2,87.33333333333333,100.0,404.66666666666663,20.116328359486147,6,0.5,0.0,0.7,0.8366600265340756,6
3,61.625,59.5,817.4107142857144,28.590395490194158,8,1.375,1.0,1.4107142857142858,1.1877349391654208,8
4,90.8,100.0,423.19999999999993,20.571825392998065,5,0.4,0.0,0.8000000000000002,0.894427190999916,5
5,86.875,100.0,591.2678571428571,24.316000023500106,8,0.5,0.0,0.8571428571428571,0.9258200997725514,8
6,63.45454545454545,63.0,475.8727272727272,21.814507266329148,11,1.5454545454545454,1.0,1.2727272727272727,1.1281521496355325,11
