,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,68.0,68.0,,,1,1.0,1.0,,,1
1,53.6875,53.0,179.31854838709683,13.390987580723717,32,1.90625,2.0,0.5393145161290323,0.7343803620257232,32
2,78.0,78.0,,,1,1.0,1.0,,,1
