,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_feature_selection,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,159.76719183921813,0.5581711326738124,1.5250072479248047,0.26192506559730877,chi2,{'feature_selection': 'chi2'},0.9172494172494172,0.9172494172494172,0.8333333333333334,0.9172494172494172,1.0,0.9170163170163171,0.05270540087463318,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
