,AHA,AHA,AHA,AHA
,mean,median,var,std
cluster,,,,
0,55.407407407407405,53.0,117.529000698812,10.84107931429394
1,51.2,52.0,301.28235294117644,17.357486941984902
2,53.078947368421055,52.0,173.85846372688474,13.18553994824955
