,AHA,AHA,AHA,AHA
,mean,median,var,std
cluster,,,,
0,99.5111111111111,100.0,10.75555555555559,3.279566366999697
1,55.76470588235294,53.0,109.1550802139038,10.447730864350584
2,59.77142857142857,55.0,335.416806722689,18.314387970191333
3,64.70238095238095,58.0,650.3079460699946,25.50113617213936
