,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,51.72727272727273,53.0,265.0538720538721,16.280475178994994,55,1.9454545454545455,2.0,0.6080808080808079,0.7797953629515938,55
1,56.46341463414634,53.0,126.75487804878053,11.25854688886539,41,1.7804878048780488,2.0,0.525609756097561,0.7249894868876107,41
2,52.935483870967744,50.0,112.26236559139787,10.595393602476403,31,1.967741935483871,2.0,0.49892473118279573,0.7063460420946632,31
