,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_avg_pool_size,param_batch_size,param_callbacks,param_kernel_size,param_loss,param_metrics,param_n_conv_layers,param_n_epochs,param_optimizer,param_random_state,param_use_bias,param_verbose,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,110.45412068367004,1.6212164881463926,0.3576096534729004,0.17783852864761027,sigmoid,3,16,,7,mean_squared_error,,2,2000,,,True,False,"{'activation': 'sigmoid', 'avg_pool_size': 3, 'batch_size': 16, 'callbacks': None, 'kernel_size': 7, 'loss': 'mean_squared_error', 'metrics': None, 'n_conv_layers': 2, 'n_epochs': 2000, 'optimizer': None, 'random_state': None, 'use_bias': True, 'verbose': False}",0.5084033613445379,0.18414322250639384,0.5601851851851851,0.20454545454545453,0.4807692307692308,0.38760929087016044,0.15997701729168817,1,0.5072609633357297,0.18496503496503494,0.4949494949494949,0.18011576438542728,0.5140394773422297,0.3762661469955833,0.15830221578144701
