,AHA,AHA,AHA,AHA
,mean,median,var,std
cluster,,,,
0,69.16216216216216,63.0,711.3007371007375,26.670221916975823
1,94.11111111111111,100.0,164.1111111111111,12.810585900383757
2,59.708333333333336,53.0,348.6503623188406,18.67218150936951
3,73.03703703703704,67.0,483.5835080363378,21.990532236313378
