,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,53.0,53.0,,,1,2.0,2.0,,,1
1,54.064516129032256,53.0,191.59569892473124,13.841809813919971,31,1.8709677419354838,2.0,0.5827956989247312,0.7634105703517152,31
2,57.0,57.0,,,1,2.0,2.0,,,1
3,78.0,78.0,,,1,1.0,1.0,,,1
