,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,62.285714285714285,64.0,110.23809523809526,10.499433091271893,7,1.2857142857142858,1.0,0.23809523809523805,0.48795003647426655,7
1,49.0,49.0,,,1,2.0,2.0,,,1
2,55.203125,54.0,160.38665674603178,12.664385367874422,64,1.859375,2.0,0.5354662698412698,0.7317556080012436,64
3,61.333333333333336,58.0,111.52380952380953,10.560483394419478,15,1.4,1.0,0.2571428571428572,0.50709255283711,15
4,46.575,46.5,189.27628205128207,13.757771696436965,40,2.25,2.0,0.5,0.7071067811865476,40
