,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_avg_pool_size,param_batch_size,param_callbacks,param_kernel_size,param_loss,param_metrics,param_n_conv_layers,param_n_epochs,param_optimizer,param_random_state,param_use_bias,param_verbose,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,80.6332019329071,0.8971159849301185,0.21639952659606934,0.07794245627566836,sigmoid,3,16,,7,mean_squared_error,,2,2000,,,True,False,"{'activation': 'sigmoid', 'avg_pool_size': 3, 'batch_size': 16, 'callbacks': None, 'kernel_size': 7, 'loss': 'mean_squared_error', 'metrics': None, 'n_conv_layers': 2, 'n_epochs': 2000, 'optimizer': None, 'random_state': None, 'use_bias': True, 'verbose': False}",1.0,1.0,1.0,0.4807692307692308,1.0,0.8961538461538462,0.20769230769230768,1,1.0,1.0,1.0,0.5140394773422297,1.0,0.902807895468446,0.19438420906310813
