,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,75.08333333333333,89.0,883.1742424242425,29.718247633806445,12,1.0,0.5,1.4545454545454544,1.2060453783110545,12
1,70.75,83.5,1574.25,39.67681942898145,4,1.0,0.5,2.0,1.4142135623730951,4
2,82.5,87.5,401.1,20.0274811197015,6,0.6666666666666666,0.5,0.6666666666666666,0.816496580927726,6
3,59.125,51.5,464.1249999999999,21.54356052281052,8,1.875,2.0,0.982142857142857,0.9910312089651148,8
4,67.4,58.5,605.377777777778,24.60442597944073,10,1.4,1.5,1.3777777777777775,1.1737877907772671,10
5,73.5,76.5,863.5,29.385370509830228,6,1.1666666666666667,1.0,1.7666666666666668,1.3291601358251257,6
6,58.55555555555556,54.0,302.52777777777766,17.393325667559314,9,1.5555555555555556,2.0,0.7777777777777778,0.8819171036881969,9
7,71.125,65.0,643.5535714285714,25.368357680949146,8,1.125,1.0,1.2678571428571428,1.1259916264596033,8
8,67.5,59.0,518.0000000000001,22.759613353482088,8,1.375,1.5,1.1249999999999998,1.0606601717798212,8
9,74.9090909090909,69.0,641.0909090909092,25.319773085296582,11,1.0,1.0,1.2,1.0954451150103321,11
