,AHA,AHA,AHA,AHA
,mean,median,var,std
cluster,,,,
0,100.0,100.0,,
1,66.15151515151516,58.0,643.3825757575758,25.364987201999053
2,100.0,100.0,,
3,76.72222222222223,73.0,444.21241830065355,21.076347366198288
4,100.0,100.0,,
5,100.0,100.0,0.0,0.0
6,100.0,100.0,,
7,100.0,100.0,,
