,AHA,AHA,AHA,AHA
,mean,median,var,std
cluster,,,,
0,100.0,100.0,0.0,0.0
1,95.6,100.0,96.8,9.838699100999074
2,57.407407407407405,54.0,135.4814814814815,11.639651261162488
3,100.0,100.0,0.0,0.0
4,100.0,100.0,,
5,51.81481481481482,49.0,352.4643874643876,18.774034927643754
6,100.0,100.0,,
7,100.0,100.0,0.0,0.0
