,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,60.0,63.0,273.5,16.537835408541227,5,1.4,1.0,0.3,0.5477225575051661,5
1,51.166666666666664,53.5,309.55691056910564,17.59422946789957,42,1.9523809523809523,2.0,0.6318234610917537,0.7948732358632751,42
2,54.729166666666664,53.0,110.49955673758868,10.51187693695035,48,1.8333333333333333,2.0,0.524822695035461,0.7244464749279004,48
3,78.0,78.0,,,1,1.0,1.0,,,1
4,53.12903225806452,52.0,106.5827956989248,10.323894405645808,31,2.032258064516129,2.0,0.49892473118279584,0.7063460420946633,31
