,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,53.17391304347826,53.0,188.2411067193676,13.720098641021776,23,1.9565217391304348,2.0,0.5889328063241106,0.7674195764535269,23
1,78.0,78.0,,,1,1.0,1.0,,,1
2,53.0,53.0,,,1,2.0,2.0,,,1
3,84.0,84.0,,,1,1.0,1.0,,,1
4,53.25,53.0,99.35714285714286,9.967805317979623,8,1.75,2.0,0.4999999999999999,0.7071067811865475,8
