,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,53.27272727272727,53.0,99.82683982683986,9.991338240037711,22,1.9090909090909092,2.0,0.5627705627705628,0.750180353495453,22
1,52.392857142857146,50.5,248.3955026455027,15.760567967097591,28,1.9285714285714286,2.0,0.5873015873015874,0.7663560447348134,28
2,62.666666666666664,57.0,180.33333333333337,13.428824718989127,3,1.6666666666666667,2.0,0.33333333333333337,0.5773502691896258,3
