,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,69.13157894736842,64.0,640.5497866287336,25.309085061075077,38,1.263157894736842,1.0,1.2261735419630153,1.1073272063681157,38
1,100.0,100.0,,,1,0.0,0.0,,,1
2,100.0,100.0,,,1,0.0,0.0,,,1
3,71.58333333333333,63.5,510.81060606060606,22.60111957537958,12,1.1666666666666667,1.0,1.0606060606060606,1.0298573010888745,12
4,100.0,100.0,,,1,0.0,0.0,,,1
5,100.0,100.0,,,1,0.0,0.0,,,1
6,100.0,100.0,,,1,0.0,0.0,,,1
7,100.0,100.0,,,1,0.0,0.0,,,1
8,100.0,100.0,,,1,0.0,0.0,,,1
9,100.0,100.0,,,1,0.0,0.0,,,1
10,78.0,78.0,,,1,1.0,1.0,,,1
11,100.0,100.0,,,1,0.0,0.0,,,1
