,AHA,AHA,AHA,AHA
,mean,median,var,std
cluster,,,,
0,55.59090909090909,53.0,205.68921775898522,14.341869395549006
1,98.57142857142857,100.0,48.95833333333332,6.997023176561109
2,62.63291139240506,58.0,609.5942875689711,24.689963296225677
3,63.08,57.0,303.82666666666677,17.430624391187678
4,100.0,100.0,,
