,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,54.108695652173914,54.5,234.9434782608696,15.327866070033023,46,1.8695652173913044,2.0,0.560386473429952,0.7485896562402876,46
1,55.6530612244898,53.0,123.64795918367348,11.119710391178067,49,1.7959183673469388,2.0,0.4991496598639456,0.7065052440456091,49
2,49.53125,48.0,194.77318548387106,13.956116418397743,32,2.09375,2.0,0.6038306451612903,0.777065405973841,32
