,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,100.0,100.0,0.0,0.0,7,0.0,0.0,0.0,0.0,7
1,53.339622641509436,53.0,181.72859216255438,13.480674766589186,53,1.9056603773584906,2.0,0.548621190130624,0.7406896719481271,53
2,100.0,100.0,0.0,0.0,2,0.0,0.0,0.0,0.0,2
3,100.0,100.0,,,1,0.0,0.0,,,1
4,100.0,100.0,0.0,0.0,18,0.0,0.0,0.0,0.0,18
5,100.0,100.0,,,1,0.0,0.0,,,1
