,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,55.53846153846154,53.0,120.65846153846157,10.984464554017258,26,1.7692307692307692,2.0,0.5046153846153849,0.7103628541917045,26
1,54.94285714285714,54.0,109.4672268907563,10.462658691305776,35,1.8571428571428572,2.0,0.4789915966386554,0.6920921879624531,35
2,52.03030303030303,51.0,249.7221445221445,15.802599296386164,66,1.9696969696969697,2.0,0.6144522144522149,0.783870023953088,66
