,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,56.888888888888886,54.0,261.4871794871794,16.170565218543828,27,1.6666666666666667,2.0,0.5384615384615382,0.7337993857053426,27
1,100.0,100.0,0.0,0.0,18,0.0,0.0,0.0,0.0,18
2,100.0,100.0,0.0,0.0,9,0.0,0.0,0.0,0.0,9
3,53.25,52.0,246.86111111111111,15.711814379985244,28,2.0,2.0,0.7407407407407411,0.8606629658238707,28
