,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,61.166666666666664,53.5,345.969696969697,18.60026066940184,12,1.5833333333333333,2.0,0.6287878787878786,0.792961461098759,12
1,100.0,100.0,,,1,0.0,0.0,,,1
2,100.0,100.0,,,1,0.0,0.0,,,1
3,100.0,100.0,,,1,0.0,0.0,,,1
4,56.77777777777778,51.0,525.1241830065362,22.915588209918074,18,1.8333333333333333,2.0,1.0882352941176467,1.0431851677040116,18
5,100.0,100.0,,,1,0.0,0.0,,,1
6,100.0,100.0,,,1,0.0,0.0,,,1
7,100.0,100.0,,,1,0.0,0.0,,,1
8,100.0,100.0,,,1,0.0,0.0,,,1
9,100.0,100.0,,,1,0.0,0.0,,,1
10,100.0,100.0,,,1,0.0,0.0,,,1
11,100.0,100.0,,,1,0.0,0.0,,,1
12,100.0,100.0,,,1,0.0,0.0,,,1
13,100.0,100.0,,,1,0.0,0.0,,,1
14,100.0,100.0,,,1,0.0,0.0,,,1
15,100.0,100.0,,,1,0.0,0.0,,,1
16,78.0,78.0,,,1,1.0,1.0,,,1
17,100.0,100.0,,,1,0.0,0.0,,,1
18,100.0,100.0,,,1,0.0,0.0,,,1
19,57.0,57.0,,,1,2.0,2.0,,,1
20,100.0,100.0,,,1,0.0,0.0,,,1
21,100.0,100.0,,,1,0.0,0.0,,,1
22,100.0,100.0,,,1,0.0,0.0,,,1
23,53.0,53.0,,,1,3.0,3.0,,,1
24,75.0,75.0,,,1,1.0,1.0,,,1
25,100.0,100.0,,,1,0.0,0.0,,,1
26,65.0,65.0,,,1,1.0,1.0,,,1
27,63.0,63.0,,,1,1.0,1.0,,,1
28,100.0,100.0,,,1,0.0,0.0,,,1
29,54.0,54.0,,,1,1.0,1.0,,,1
30,63.0,63.0,,,1,1.0,1.0,,,1
31,100.0,100.0,,,1,0.0,0.0,,,1
