,AHA,AHA,AHA,AHA
,mean,median,var,std
cluster,,,,
0,54.266666666666666,53.5,187.51264367816088,13.69352561169551
1,65.0,65.0,,
2,78.0,78.0,,
3,46.5,46.5,84.5,9.192388155425117
