,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,41.0,41.0,,,1,3.0,3.0,,,1
1,54.7,53.5,180.28620689655173,13.427069929681299,30,1.8333333333333333,2.0,0.48850574712643696,0.6989318615762462,30
2,78.0,78.0,,,1,1.0,1.0,,,1
3,65.0,65.0,,,1,1.0,1.0,,,1
4,39.0,39.0,,,1,3.0,3.0,,,1
