,AHA,AHA,AHA,AHA
,mean,median,var,std
cluster,,,,
0,53.86666666666667,52.5,195.70574712643676,13.989487021561468
1,56.666666666666664,54.0,30.33333333333333,5.507570547286101
2,78.0,78.0,,
