,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_feature_selection,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,458.02865543365476,5.554293772700307,3.3105964183807375,0.24683549552631545,chi2,{'feature_selection': 'chi2'},0.9148148148148149,0.8229166666666666,1.0,0.9172494172494172,0.9160839160839161,0.914212962962963,0.056049107373590173,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1,229.09375467300416,2.121463634075938,0.32719407081604,0.09284308357091313,none,{'feature_selection': 'none'},1.0,0.8229166666666666,1.0,1.0,0.9160839160839161,0.9478001165501165,0.07039357488201406,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
