,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_feature_selection,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,125.78337030410766,1.5704775280067553,0.9658076286315918,0.03191503905960273,chi2,{'feature_selection': 'chi2'},0.9420383538030597,0.9420383538030597,1.0,1.0,0.8147058823529412,0.9397565179918121,0.0676854922002734,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
