,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,56.13793103448276,54.0,140.4088669950739,11.849424753762264,29,1.8275862068965518,2.0,0.5049261083743841,0.7105815283093025,29
1,54.0,54.0,,,1,1.0,1.0,,,1
2,78.0,78.0,,,1,1.0,1.0,,,1
3,39.0,39.0,,,1,3.0,3.0,,,1
4,16.0,16.0,,,1,3.0,3.0,,,1
5,49.0,49.0,,,1,2.0,2.0,,,1
