,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,55.48,54.0,201.17666666666662,14.18367606323081,25,1.72,2.0,0.4599999999999998,0.6782329983125267,25
1,51.51851851851852,52.0,169.1823361823362,13.007011039525421,27,2.074074074074074,2.0,0.60968660968661,0.7808243142260685,27
2,49.0,49.0,,,1,2.0,2.0,,,1
