,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_feature_selection,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,392.71923065185547,2.844266293364495,2.7005867958068848,0.7807758893780741,chi2,{'feature_selection': 'chi2'},0.9420383538030597,0.8823529411764706,0.9353864734299517,0.8681818181818182,0.938259109311741,0.9132437391806082,0.03140069228384541,1,1.0,1.0,1.0,1.0,1.0,1.0,0.0
