,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,46.0,42.0,61.0,7.810249675906654,3,2.6666666666666665,3.0,0.33333333333333326,0.5773502691896257,3
1,53.45238095238095,53.5,197.3757259001162,14.04904715274727,42,1.8571428571428572,2.0,0.5156794425087108,0.7181082387138521,42
2,78.0,78.0,,,1,1.0,1.0,,,1
3,52.285714285714285,53.0,76.23809523809524,8.731442906993966,7,2.0,2.0,0.6666666666666666,0.816496580927726,7
