,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,53.46666666666667,52.5,191.2919540229886,13.830833453663903,30,1.9666666666666666,2.0,0.5160919540229885,0.718395402284138,30
1,58.5,58.5,40.5,6.363961030678928,2,1.0,1.0,0.0,0.0,2
2,65.0,65.0,,,1,1.0,1.0,,,1
3,78.0,78.0,,,1,1.0,1.0,,,1
