,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,79.82352941176471,100.0,560.2794117647059,23.67022204722013,17,0.7647058823529411,0.0,0.9411764705882355,0.970142500145332,17
1,71.91304347826087,68.0,459.99209486166,21.447426299247656,23,1.173913043478261,1.0,1.0592885375494072,1.0292174393923799,23
2,65.66666666666667,53.5,634.7536231884059,25.194317279664592,24,1.5416666666666667,2.0,1.4764492753623186,1.2150922908825974,24
3,65.95,54.0,561.8394736842106,23.703153243486625,20,1.3,1.5,1.063157894736842,1.0310954828418375,20
4,69.52631578947368,63.0,609.8187134502922,24.694507758817387,19,1.1578947368421053,1.0,0.9181286549707602,0.9581903020646578,19
5,76.8,100.0,771.8333333333335,27.781888584711687,25,1.0,0.0,1.4166666666666672,1.1902380714238086,25
6,58.4,55.0,436.35789473684207,20.88918128450328,20,1.85,2.0,0.8710526315789477,0.9333020044867297,20
7,72.53333333333333,65.0,713.266666666667,26.70705275141132,15,0.9333333333333333,1.0,0.9238095238095239,0.9611501047232549,15
8,67.3529411764706,58.0,791.8676470588238,28.14014298220291,17,1.3529411764705883,1.0,1.4926470588235299,1.2217393579743308,17
9,75.16666666666667,64.0,570.5,23.885141824992374,18,0.9444444444444444,1.0,1.1143790849673207,1.0556415513645343,18
