,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,86.25,100.0,652.7857142857143,25.549671510328942,8,0.625,0.0,1.4107142857142854,1.1877349391654206,8
1,93.83333333333333,100.0,228.16666666666666,15.10518674716293,6,0.16666666666666666,0.0,0.16666666666666669,0.408248290463863,6
2,71.125,63.5,628.6964285714286,25.07381958480655,8,1.0,1.0,1.1428571428571428,1.0690449676496976,8
3,70.11111111111111,65.0,612.1111111111111,24.74087935201801,9,1.2222222222222223,1.0,1.1944444444444444,1.092906420717,9
4,68.23076923076923,63.0,535.5256410256411,23.141426944457013,13,1.2307692307692308,1.0,1.0256410256410255,1.0127393670836666,13
5,56.54545454545455,54.0,483.0727272727272,21.97891551630169,11,1.9090909090909092,2.0,1.090909090909091,1.044465935734187,11
6,64.8,54.0,559.2,23.647410006171924,5,1.4,2.0,0.7999999999999999,0.8944271909999159,5
7,70.08333333333333,63.5,587.1742424242424,24.231678489618552,12,1.3333333333333333,1.5,1.333333333333333,1.1547005383792515,12
8,60.0,54.5,733.5555555555555,27.0842307543625,10,1.6,2.0,1.155555555555556,1.07496769977314,10
