,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,57.0,57.0,,,1,2.0,2.0,,,1
1,51.6875,49.5,225.8291666666667,15.027613472094187,16,1.9375,2.0,0.4625000000000002,0.6800735254367724,16
2,57.64705882352941,58.0,164.11764705882354,12.810840997328143,17,1.7647058823529411,2.0,0.6911764705882354,0.8313702367707395,17
