,AHA,AHA,AHA,AHA,AHA,MACS,MACS,MACS,MACS,MACS
,mean,median,var,std,count,mean,median,var,std,count
cluster,,,,,,,,,,
0,51.04761904761905,49.0,199.34761904761908,14.119051634143814,21,2.0476190476190474,2.0,0.44761904761904764,0.6690433824641326,21
1,52.80952380952381,50.0,203.6619047619048,14.271016248393272,21,1.9047619047619047,2.0,0.5904761904761904,0.768424485864545,21
2,65.0,65.0,,,1,1.0,1.0,,,1
3,58.1,54.5,101.2111111111111,10.060373308735173,10,1.7,1.5,0.6777777777777776,0.8232726023485645,10
